Standard_ID,Standard_Text,Subject,Grade_Level,Range,Interdisciplinary,Framework_Type,Adoption_Date,Source_URL
FB6F2E90DFE30131956268A86D17958E,Describe what is seen (including both literal and expressive content) in selected works of art.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6EE670DFE30131956168A86D17958E,"Discuss their own works of art, using appropriate art vocabulary (e.g., color, shape/form, texture).",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6E9D10DFE30131956068A86D17958E,Derive Meaning,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6E52C0DFE30131955F68A86D17958E,"Aesthetic Valuing - Responding to, Analyzing, and Making Judgments About Works in the Visual Arts",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6E0920DFE30131955E68A86D17958E,Look at and discuss works of art from a variety of times and places.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6DB420DFE30131955D68A86D17958E,Diversity of the Visual Arts,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6D5890DFE30131955C68A86D17958E,Identify and describe works of art that show people doing things together.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6D0BD0DFE30131955B68A86D17958E,"Describe functional and nonutilitarian art seen in daily life; that is, works of art that are used versus those that are only viewed.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6CB660DFE30131955A68A86D17958E,Role and Development of the Visual Arts,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6C59B0DFE30131955968A86D17958E,Historical and Cultural Context - Understanding the Historical Contributions and Cultural Dimensions of the Visual Arts,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6C1310DFE30131955868A86D17958E,"Create a three-dimensional form, such as a real or imaginary animal.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6BC8D0DFE30131955768A86D17958E,"Use geometric shapes/forms (circle, triangle, square) in a work of art.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6B6260DFE30131955668A86D17958E,Use lines in drawings and paintings to express feelings.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6B0E70DFE30131955568A86D17958E,Paint pictures expressing ideas about family and neighborhood.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6AC540DFE30131955468A86D17958E,Communication and Expression Through Original Works of Art,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6A79B0DFE30131955368A86D17958E,Make a collage with cut or torn paper shapes/forms.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6A37A0DFE30131955268A86D17958E,"Demonstrate beginning skill in the use of tools and processes, such as the use of scissors, glue, and paper in creating a three-dimensional construction.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB69F5C0DFE30131955168A86D17958E,"Use lines, shapes/forms, and colors to make patterns.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB69B250DFE30131955068A86D17958E,"Skills, Processes, Materials, and Tools",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB696E80DFE30131954F68A86D17958E,"Creative Expression - Creating, Performing, and Participating in the Visual Arts",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB692860DFE30131954E68A86D17958E,"Identify the elements of art (line, color, shape/form, texture, value, space) in the environ-ment and in works of art, emphasizing line, color, and shape/form.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB68D3B0DFE30131954D68A86D17958E,Analyze Art Elements and Principles of Design,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB687DA0DFE30131954C68A86D17958E,"Name art materials (e.g., clay, paint, crayons) introduced in lessons.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB683020DFE30131954B68A86D17958E,Recognize and describe simple patterns found in the environment and works of art.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB67DE30DFE30131954A68A86D17958E,Develop Perceptual Skills and Visual Arts Vocabulary,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB679060DFE30131954968A86D17958E,"Artistic Perception - Processing, Analyzing, and Responding to Sensory Information Through the Language and Skills Unique to the Visual Arts",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6748C0DFE30131954868A86D17958E,Visual Arts,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB66FB20DFE30131954768A86D17958E,Demonstrate the ability to participate cooperatively in performing a pantomime or dramatizing a story.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB66B1F0DFE30131954668A86D17958E,Careers and Career-Related Skills,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB666840DFE30131954568A86D17958E,"Dramatize information from other content areas. Use movement and voice, for example, to reinforce vocabulary, such as fast, slow, in, on, through, over, under.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB661B80DFE30131954468A86D17958E,Connections and Applications,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB659D50DFE30131954368A86D17958E,"Connections, Relationships, Applications - Connecting and Applying What Is Learned in Theatre, Film/Video, and Electronic Media to Other Art Forms and Subject Areas and to Careers",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB653F80DFE30131954268A86D17958E,Compare a real story with a fantasy story.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB64FE60DFE30131954168A86D17958E,Derivation of Meaning from Works of Theatre,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB64BC90DFE30131954068A86D17958E,Respond appropriately to a theatrical experience as an audience member.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB647AB0DFE30131953F68A86D17958E,Critical Assessment of Theatre,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB643740DFE30131953E68A86D17958E,"Aesthetic Valuing - Responding to, Analyzing, and Critiquing Theatrical Experiences",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB63F290DFE30131953D68A86D17958E,"Portray different community members, such as firefighters, family, teachers, and clerks, through role-playing activities.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB63AC60DFE30131953C68A86D17958E,"Retell or dramatize stories, myths, fables, and fairy tales from various cultures and times.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6358E0DFE30131953B68A86D17958E,Role and Cultural Significance of Theatre,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB630AE0DFE30131953A68A86D17958E,Historical and Cultural Context - Understanding the Historical Contributions and Cultural Dimensions of Theatre,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB62B6F0DFE30131953968A86D17958E,Use costumes and props in role playing.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB626200DFE30131953868A86D17958E,Perform group pantomimes and improvisations to retell familiar stories.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB621600DFE30131953768A86D17958E,Creation/Invention in Theatre,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB61C5B0DFE30131953668A86D17958E,"Perform imitative movements, rhythmical activities, and theatre games (freeze, statues, and mirrors).",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB617640DFE30131953568A86D17958E,Development of Theatrical Skills,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB6131F0DFE30131953468A86D17958E,"Creative Expression - Creating, Performing, and Participating in Theatre",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB60EBE0DFE30131953368A86D17958E,Identify differences between real people and imaginary characters.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB60A4D0DFE30131953268A86D17958E,Comprehension and Analysis of the Elements of Theatre,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB605C30DFE30131953168A86D17958E,"Use the vocabulary of theatre, such as actor, character, cooperation, setting, the five senses, and audience, to describe theatrical experiences.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5FFB50DFE30131953068A86D17958E,Development of the Vocabulary of Theatre,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5FA1A0DFE30131952F68A86D17958E,"Artistic Perception - Processing, Analyzing, and Responding to Sensory Information Through the Language and Skills Unique to Theatre",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5F5DC0DFE30131952E68A86D17958E,Theatre,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5F1810DFE30131952D68A86D17958E,"Identify and talk about the reasons artists have for creating dances, music, theatre pieces, and works of visual art.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5ED5E0DFE30131952C68A86D17958E,Careers and Career-Related Skills,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5E9100DFE30131952B68A86D17958E,"Use music, together with dance, theatre, and the visual arts, for storytelling.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5E41E0DFE30131952A68A86D17958E,Connections and Applications,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5DEA50DFE30131952968A86D17958E,"Connections, Relationships, Applications - Connecting and Applying What Is Learned in Music to Learning in Other Art Forms and Subject Areas and to Careers",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5DA3F0DFE30131952868A86D17958E,"Identify, talk about, sing, or play music written for specific purposes (e.g., work song, lullaby).",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5D5E60DFE30131952768A86D17958E,Create movements that correspond to specific music.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5D1780DFE30131952668A86D17958E,Derive Meaning,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5CD060DFE30131952568A86D17958E,"Aesthetic Valuing - Responding to, Analyzing, and Making Judgments About Works of Music",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5C8660DFE30131952468A86D17958E,Identify the various uses of music in daily experiences.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5C3140DFE30131952368A86D17958E,Role of Music,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5BE5E0DFE30131952268A86D17958E,"Use developmentally appropriate movements in responding to music from various genres and styles (rhythm, melody).",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5B9240DFE30131952168A86D17958E,Use a personal vocabulary to describe voices and instruments from diverse cultures.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5B3B80DFE30131952068A86D17958E,Sing and play simple singing games from various cultures.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5AE3A0DFE30131951F68A86D17958E,Diversity of Music,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5A8BE0DFE30131951E68A86D17958E,Historical and Cultural Context - Understanding the Historical Contributions and Cultural Dimensions of Music,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5A2770DFE30131951D68A86D17958E,"Create accompaniments, using the voice or a variety of classroom instruments.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB59DDD0DFE30131951C68A86D17958E,"Compose, Arrange, and Improvise",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB599910DFE30131951B68A86D17958E,"Play instruments and move or verbalize to demonstrate awareness of beat, tempo, dynamics, and melodic direction.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB595230DFE30131951A68A86D17958E,Sing age-appropriate songs from memory.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB590A90DFE30131951968A86D17958E,Use the singing voice to echo short melodic patterns.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB58C180DFE30131951868A86D17958E,Apply Vocal and Instrumental Skills,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB586D30DFE30131951768A86D17958E,"Creative Expression - Creating, Performing, and Participating in Music",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB582B70DFE30131951668A86D17958E,"Identify and describe basic elements in music (e.g., high/low, fast/slow, loud/soft, beat).",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB57E9A0DFE30131951568A86D17958E,"Listen to, Analyze, and Describe Music",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB57A7A0DFE30131951468A86D17958E,Use icons or invented symbols to represent beat.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5763A0DFE30131951368A86D17958E,Read and Notate Music,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB571EA0DFE30131951268A86D17958E,"Artistic Perception - Processing, Analyzing, and Responding to Sensory Information Through the Language and Skills Unique to Music",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB56D400DFE30131951168A86D17958E,Music,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB565CC0DFE30131951068A86D17958E,Give examples of the relationship between everyday movement in school and dance movement.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB560640DFE30131950F68A86D17958E,Connections and Applications Across Disciplines,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB55BB60DFE30131950E68A86D17958E,"Connections, Relationships, Applications - Connecting and Applying What Is Learned in Dance to Learning in Other Art Forms and Subject Areas and to Careers",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB5574F0DFE30131950D68A86D17958E,"Explain basic features that distinguish one kind of dance from another (e.g., speed, force/energy use, costume, setting, music).",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB552DF0DFE30131950C68A86D17958E,"Description, Analysis, and Criticism of Dance",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB54D900DFE30131950B68A86D17958E,"Aesthetic Valuing - Responding to, Analyzing, and Making Judgments About Works of Dance",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB546800DFE30131950A68A86D17958E,Name and perform folk/traditional dances from the United States and other countries.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB542580DFE30131950968A86D17958E,Name and play children's dance games from countries around the world.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB53E3D0DFE30131950868A86D17958E,Development of Dance,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB53A120DFE30131950768A86D17958E,Historical and Cultural Context - Understanding the Historical Contributions and Cultural Dimensions of Dance,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB535D00DFE30131950668A86D17958E,"Respond spontaneously to different types of music, rhythms, and sounds.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB530FD0DFE30131950568A86D17958E,"Respond to a variety of stimuli (e.g., sounds, words, songs, props, and images) with original movements.",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB52C180DFE30131950468A86D17958E,"Create movements that reflect a variety of personal experiences (e.g., recall feeling happy, sad, angry, excited ).",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB527B00DFE30131950368A86D17958E,Creation/Invention of Dance Movements,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB523560DFE30131950268A86D17958E,"Creative Expression - Creating, Performing, and Participating in Dance",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB51E480DFE30131950168A86D17958E,"Perform simple movements in response to oral instructions (e.g., walk, turn, reach).",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB518C10DFE30131950068A86D17958E,Development of Dance Vocabulary,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB512DE0DFE3013194FF68A86D17958E,"Understand and respond to a wide range of opposites (e.g., high/low, forward/back-ward, wiggle/freeze).",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB50D620DFE3013194FE68A86D17958E,Comprehension and Analysis of Dance Elements,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB508780DFE3013194FD68A86D17958E,"Perform basic locomotor skills (e.g., walk, run, gallop, jump, hop, and balance).",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB503630DFE3013194FC68A86D17958E,Build the range and capacity to move in a variety of ways.,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB4FEC30DFE3013194FB68A86D17958E,Development of Motor Skills and Technical Expertise,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB4FA2E0DFE3013194FA68A86D17958E,"Artistic Perception – Processing, Analyzing, and Responding to Sensory Information Through the Language and Skills Unique to Dance",Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
FB4F5220DFE3013194F968A86D17958E,Dance,Visual & Performing Arts (2001-2019),TK,,,California,2001,http://www.cde.ca.gov/be/st/ss/documents/vpastandards.pdf
